36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
12:37:07.1 (1001069)|USER_INFO|[EXTERNAL]|00524000001e3Uj|bedrijfsbureau@gsa.nl.sandbox|Midden-Europese standaardtijd|GMT+01:00
12:37:07.1 (1051529)|EXECUTION_STARTED
12:37:07.1 (1056217)|CODE_UNIT_STARTED|[EXTERNAL]|01p2400000Cr5V8|MyProfilePageControllerTest.testSave
12:37:07.1 (1983074)|HEAP_ALLOCATE|[72]|Bytes:3
12:37:07.1 (2051795)|HEAP_ALLOCATE|[77]|Bytes:152
12:37:07.1 (2073942)|HEAP_ALLOCATE|[342]|Bytes:408
12:37:07.1 (2095310)|HEAP_ALLOCATE|[355]|Bytes:408
12:37:07.1 (2114951)|HEAP_ALLOCATE|[467]|Bytes:48
12:37:07.1 (2161993)|HEAP_ALLOCATE|[139]|Bytes:6
12:37:07.1 (2180798)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:147
12:37:07.1 (2224035)|METHOD_ENTRY|[5]|01p2400000Cr5V8|MyProfilePageControllerTest.MyProfilePageControllerTest()
12:37:07.1 (2228340)|STATEMENT_EXECUTE|[5]
12:37:07.1 (2234353)|STATEMENT_EXECUTE|[5]
12:37:07.1 (2270565)|HEAP_ALLOCATE|[50]|Bytes:5
12:37:07.1 (2297090)|HEAP_ALLOCATE|[56]|Bytes:5
12:37:07.1 (2305703)|HEAP_ALLOCATE|[64]|Bytes:7
12:37:07.1 (3304808)|SYSTEM_MODE_ENTER|false
12:37:07.1 (3324794)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
12:37:07.1 (3334487)|SYSTEM_MODE_EXIT|false
12:37:07.1 (3362581)|METHOD_EXIT|[5]|MyProfilePageControllerTest
12:37:07.1 (3421161)|SYSTEM_MODE_ENTER|false
12:37:07.1 (3427053)|HEAP_ALLOCATE|[19]|Bytes:5
12:37:07.1 (3430881)|STATEMENT_EXECUTE|[17]
12:37:07.1 (3432343)|STATEMENT_EXECUTE|[19]
12:37:07.1 (3435937)|HEAP_ALLOCATE|[19]|Bytes:102
12:37:07.1 (3448299)|HEAP_ALLOCATE|[19]|Bytes:4
12:37:07.1 (4012392)|SOQL_EXECUTE_BEGIN|[19]|Aggregations:0|SELECT id, profileId, userRoleId FROM User WHERE (UserRoleId != NULL AND UserType = 'CustomerSuccess')
12:37:07.1 (16797107)|SOQL_EXECUTE_END|[19]|Rows:0
12:37:07.1 (16836352)|HEAP_ALLOCATE|[19]|Bytes:4
12:37:07.1 (16851670)|HEAP_ALLOCATE|[19]|Bytes:0
12:37:07.1 (17041275)|HEAP_ALLOCATE|[19]|Bytes:4
12:37:07.1 (17071434)|VARIABLE_SCOPE_BEGIN|[19]|existingPortalUsers|List<User>|true|false
12:37:07.1 (17117860)|VARIABLE_ASSIGNMENT|[19]|existingPortalUsers|{"s":1,"v":[]}|0x1c552186
12:37:07.1 (17224090)|STATEMENT_EXECUTE|[21]
12:37:07.1 (17227138)|STATEMENT_EXECUTE|[22]
12:37:07.1 (17235732)|HEAP_ALLOCATE|[22]|Bytes:141
12:37:07.1 (17247499)|HEAP_ALLOCATE|[22]|Bytes:4
12:37:07.1 (17258784)|HEAP_ALLOCATE|[22]|Bytes:7
12:37:07.1 (17303229)|HEAP_ALLOCATE|[23]|Bytes:85
12:37:07.1 (17320480)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
12:37:07.1 (17323040)|STATEMENT_EXECUTE|[1]
12:37:07.1 (17338142)|SYSTEM_METHOD_EXIT|[1]|UserInfo
12:37:07.1 (17353112)|METHOD_ENTRY|[23]||System.UserInfo.getUserId()
12:37:07.1 (17416922)|METHOD_EXIT|[23]||System.UserInfo.getUserId()
12:37:07.1 (17814536)|SOQL_EXECUTE_BEGIN|[22]|Aggregations:0|SELECT id, title, firstname, lastname, email, phone, mobilephone, fax, street, city, state, postalcode, country FROM User WHERE id = :tmpVar1
12:37:07.1 (28777972)|SOQL_EXECUTE_END|[22]|Rows:1
12:37:07.1 (28811482)|HEAP_ALLOCATE|[22]|Bytes:8
12:37:07.1 (28834138)|HEAP_ALLOCATE|[22]|Bytes:117
12:37:07.1 (28872837)|HEAP_ALLOCATE|[22]|Bytes:8
12:37:07.1 (28901618)|HEAP_ALLOCATE|[22]|Bytes:30
12:37:07.1 (28959796)|HEAP_ALLOCATE|[22]|Bytes:24
12:37:07.1 (28973284)|VARIABLE_SCOPE_BEGIN|[22]|currentUser|User|true|false
12:37:07.1 (29022380)|VARIABLE_ASSIGNMENT|[22]|currentUser|{"s":1,"v":{"Id":"00524000001e3UjAAI","FirstName":"Bedrijfs","LastName":"Bureau","Email":"gerwin.tromp@growtiv (7 more) ...","Country":"NL"}}|0x56a1d1a4
