36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
10:57:56.0 (252550)|USER_INFO|[EXTERNAL]|00524000001e3Uj|bedrijfsbureau@gsa.nl.sandbox|Midden-Europese standaardtijd|GMT+01:00
10:57:56.0 (297982)|EXECUTION_STARTED
10:57:56.0 (303635)|CODE_UNIT_STARTED|[EXTERNAL]|01p2400000Cr5V8|MyProfilePageControllerTest.testSave
10:57:56.0 (712245)|HEAP_ALLOCATE|[72]|Bytes:3
10:57:56.0 (749783)|HEAP_ALLOCATE|[77]|Bytes:152
10:57:56.0 (765199)|HEAP_ALLOCATE|[342]|Bytes:408
10:57:56.0 (783774)|HEAP_ALLOCATE|[355]|Bytes:408
10:57:56.0 (801146)|HEAP_ALLOCATE|[467]|Bytes:48
10:57:56.0 (827911)|HEAP_ALLOCATE|[139]|Bytes:6
10:57:56.0 (840507)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:147
10:57:56.0 (848944)|METHOD_ENTRY|[5]|01p2400000Cr5V8|MyProfilePageControllerTest.MyProfilePageControllerTest()
10:57:56.0 (852136)|STATEMENT_EXECUTE|[5]
10:57:56.0 (856115)|STATEMENT_EXECUTE|[5]
10:57:56.0 (888808)|HEAP_ALLOCATE|[50]|Bytes:5
10:57:56.0 (909927)|HEAP_ALLOCATE|[56]|Bytes:5
10:57:56.0 (916760)|HEAP_ALLOCATE|[64]|Bytes:7
10:57:56.0 (1196520)|SYSTEM_MODE_ENTER|false
10:57:56.0 (1211995)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
10:57:56.0 (1219122)|SYSTEM_MODE_EXIT|false
10:57:56.0 (1228068)|METHOD_EXIT|[5]|MyProfilePageControllerTest
10:57:56.0 (1272082)|SYSTEM_MODE_ENTER|false
10:57:56.0 (1275566)|HEAP_ALLOCATE|[19]|Bytes:5
10:57:56.0 (1278451)|STATEMENT_EXECUTE|[17]
10:57:56.0 (1279954)|STATEMENT_EXECUTE|[19]
10:57:56.0 (1282642)|HEAP_ALLOCATE|[19]|Bytes:102
10:57:56.0 (1292597)|HEAP_ALLOCATE|[19]|Bytes:4
10:57:56.0 (2477989)|SOQL_EXECUTE_BEGIN|[19]|Aggregations:0|SELECT id, profileId, userRoleId FROM User WHERE (UserRoleId != NULL AND UserType = 'CustomerSuccess')
10:57:56.0 (4746873)|SOQL_EXECUTE_END|[19]|Rows:0
10:57:56.0 (4763923)|HEAP_ALLOCATE|[19]|Bytes:4
10:57:56.0 (4771980)|HEAP_ALLOCATE|[19]|Bytes:0
10:57:56.0 (4860914)|HEAP_ALLOCATE|[19]|Bytes:4
10:57:56.0 (4873314)|VARIABLE_SCOPE_BEGIN|[19]|existingPortalUsers|List<User>|true|false
10:57:56.0 (4911731)|VARIABLE_ASSIGNMENT|[19]|existingPortalUsers|{"s":1,"v":[]}|0x78c244f2
10:57:56.0 (4983221)|STATEMENT_EXECUTE|[21]
10:57:56.0 (4985221)|STATEMENT_EXECUTE|[22]
10:57:56.0 (4988790)|HEAP_ALLOCATE|[22]|Bytes:141
10:57:56.0 (4994355)|HEAP_ALLOCATE|[22]|Bytes:4
10:57:56.0 (4998919)|HEAP_ALLOCATE|[22]|Bytes:7
10:57:56.0 (5028046)|HEAP_ALLOCATE|[23]|Bytes:85
10:57:56.0 (5036000)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
10:57:56.0 (5038129)|STATEMENT_EXECUTE|[1]
10:57:56.0 (5045253)|SYSTEM_METHOD_EXIT|[1]|UserInfo
10:57:56.0 (5054931)|METHOD_ENTRY|[23]||System.UserInfo.getUserId()
10:57:56.0 (5095935)|METHOD_EXIT|[23]||System.UserInfo.getUserId()
10:57:56.0 (5343710)|SOQL_EXECUTE_BEGIN|[22]|Aggregations:0|SELECT id, title, firstname, lastname, email, phone, mobilephone, fax, street, city, state, postalcode, country FROM User WHERE id = :tmpVar1
10:57:56.0 (7164120)|SOQL_EXECUTE_END|[22]|Rows:1
10:57:56.0 (7177191)|HEAP_ALLOCATE|[22]|Bytes:8
10:57:56.0 (7190135)|HEAP_ALLOCATE|[22]|Bytes:94
10:57:56.0 (7202163)|HEAP_ALLOCATE|[22]|Bytes:8
10:57:56.0 (7211135)|HEAP_ALLOCATE|[22]|Bytes:30
10:57:56.0 (7243696)|HEAP_ALLOCATE|[22]|Bytes:20
10:57:56.0 (7249220)|VARIABLE_SCOPE_BEGIN|[22]|currentUser|User|true|false
10:57:56.0 (7273261)|VARIABLE_ASSIGNMENT|[22]|currentUser|{"s":1,"v":{"Id":"00524000001e3UjAAI","LastName":"Bedrijfsbureau","Email":"j.sietsema@gsa.nl","Country":"NL"}}|0x3c25745d
