38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
12:17:49.0 (293432)|USER_INFO|[EXTERNAL]|00524000001e3Uj|bedrijfsbureau@gsa.nl.sandbox|Midden-Europese standaardtijd|GMT+01:00
12:17:49.0 (323691)|EXECUTION_STARTED
12:17:49.0 (327361)|CODE_UNIT_STARTED|[EXTERNAL]|06624000003h0Dg|VF: /apex/New_delivered_detail
12:17:49.0 (27128031)|SYSTEM_MODE_ENTER|true
12:17:49.0 (27416198)|HEAP_ALLOCATE|[72]|Bytes:3
12:17:49.0 (27440652)|HEAP_ALLOCATE|[77]|Bytes:152
12:17:49.0 (27451838)|HEAP_ALLOCATE|[342]|Bytes:408
12:17:49.0 (27465891)|HEAP_ALLOCATE|[355]|Bytes:408
12:17:49.0 (27479100)|HEAP_ALLOCATE|[467]|Bytes:48
12:17:49.0 (27500247)|HEAP_ALLOCATE|[139]|Bytes:6
12:17:49.0 (27511262)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
12:17:49.0 (27516982)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:408
12:17:49.0 (27519769)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:120
12:17:49.0 (27522719)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:108
12:17:49.0 (27529859)|METHOD_ENTRY|[1]|01p2400000DUtXT|NewDeliveredExtension.NewDeliveredExtension()
12:17:49.0 (27533644)|STATEMENT_EXECUTE|[1]
12:17:49.0 (27538293)|STATEMENT_EXECUTE|[1]
12:17:49.0 (27539566)|STATEMENT_EXECUTE|[527]
12:17:49.0 (27543158)|METHOD_EXIT|[1]|NewDeliveredExtension
12:17:49.0 (27547775)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:80
12:17:49.0 (27561941)|VARIABLE_SCOPE_BEGIN|[163]|this|NewDeliveredExtension|true|false
12:17:49.0 (27617580)|VARIABLE_ASSIGNMENT|[163]|this|{}|0x49a8323
12:17:49.0 (27621890)|VARIABLE_SCOPE_BEGIN|[163]|controller|ApexPages.StandardController|true|false
12:17:49.0 (27765190)|VARIABLE_ASSIGNMENT|[163]|controller|"StandardController [null]"|0x310bad6d
12:17:49.0 (27773505)|STATEMENT_EXECUTE|[1]
12:17:49.0 (27774872)|STATEMENT_EXECUTE|[2]
12:17:49.0 (27776288)|STATEMENT_EXECUTE|[20]
12:17:49.0 (27777746)|STATEMENT_EXECUTE|[61]
12:17:49.0 (27778866)|STATEMENT_EXECUTE|[69]
12:17:49.0 (27779753)|STATEMENT_EXECUTE|[77]
12:17:49.0 (27780784)|STATEMENT_EXECUTE|[85]
12:17:49.0 (27781796)|STATEMENT_EXECUTE|[93]
12:17:49.0 (27782947)|STATEMENT_EXECUTE|[101]
12:17:49.0 (27784102)|STATEMENT_EXECUTE|[123]
12:17:49.0 (27877015)|HEAP_ALLOCATE|[123]|Bytes:4
12:17:49.0 (27882612)|HEAP_ALLOCATE|[123]|Bytes:258
12:17:49.0 (27886346)|HEAP_ALLOCATE|[123]|Bytes:4
12:17:49.0 (27923251)|HEAP_ALLOCATE|[50]|Bytes:5
12:17:49.0 (27938635)|HEAP_ALLOCATE|[56]|Bytes:5
12:17:49.0 (27944392)|HEAP_ALLOCATE|[64]|Bytes:7
12:17:49.0 (28402257)|SOQL_EXECUTE_BEGIN|[123]|Aggregations:0|SELECT Id, Project__c, Item__c, Actueel_aantal_palletplaatsenworkflow__c, Ticket_Number_ILIPS__c, Filecardnumber__c, Projectmember__c, Hub_Building_Site__c, Actueel_aantal_palletplaatsen__c, Supplier__c, Name FROM WWW__c ORDER BY CreatedDate DESC NULLS FIRST
12:17:49.0 (52195984)|SOQL_EXECUTE_END|[123]|Rows:4
12:17:49.0 (52213329)|HEAP_ALLOCATE|[123]|Bytes:20
12:17:49.0 (52239459)|HEAP_ALLOCATE|[123]|Bytes:884
12:17:49.0 (52302146)|HEAP_ALLOCATE|[123]|Bytes:20
12:17:49.0 (52363531)|HEAP_ALLOCATE|[123]|Bytes:28
12:17:49.0 (52372504)|HEAP_ALLOCATE|[123]|Bytes:4
12:17:49.0 (52380252)|HEAP_ALLOCATE|[123]|Bytes:28
12:17:49.0 (52383453)|HEAP_ALLOCATE|[123]|Bytes:4
12:17:49.0 (52387835)|HEAP_ALLOCATE|[123]|Bytes:28
12:17:49.0 (52390883)|HEAP_ALLOCATE|[123]|Bytes:4
12:17:49.0 (52394860)|HEAP_ALLOCATE|[123]|Bytes:28
12:17:49.0 (52397513)|HEAP_ALLOCATE|[123]|Bytes:4
