38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
16:39:50.0 (72214)|USER_INFO|[EXTERNAL]|00524000001e3Uj|bedrijfsbureau@gsa.nl.sandbox|Midden-Europese standaardtijd|GMT+01:00
16:39:50.0 (103023)|EXECUTION_STARTED
16:39:50.0 (107630)|CODE_UNIT_STARTED|[EXTERNAL]|06624000003h0Dq|VF: /apex/ChoseRecordType
16:39:50.0 (5431697)|SYSTEM_MODE_ENTER|true
16:39:50.0 (5710346)|HEAP_ALLOCATE|[72]|Bytes:3
16:39:50.0 (5753439)|HEAP_ALLOCATE|[77]|Bytes:152
16:39:50.0 (5770702)|HEAP_ALLOCATE|[342]|Bytes:408
16:39:50.0 (5785219)|HEAP_ALLOCATE|[355]|Bytes:408
16:39:50.0 (5798327)|HEAP_ALLOCATE|[467]|Bytes:48
16:39:50.0 (5834793)|HEAP_ALLOCATE|[139]|Bytes:6
16:39:50.0 (5907947)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
16:39:50.0 (5913066)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:408
16:39:50.0 (5915643)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:120
16:39:50.0 (5918526)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:116
16:39:50.0 (5926657)|METHOD_ENTRY|[1]|01p2400000DUtXT|NewDeliveredExtension.NewDeliveredExtension()
16:39:50.0 (5929990)|STATEMENT_EXECUTE|[1]
16:39:50.0 (5934650)|STATEMENT_EXECUTE|[1]
16:39:50.0 (5935910)|STATEMENT_EXECUTE|[542]
16:39:50.0 (5949248)|METHOD_EXIT|[1]|NewDeliveredExtension
16:39:50.0 (5958307)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:80
16:39:50.0 (5978449)|VARIABLE_SCOPE_BEGIN|[163]|this|NewDeliveredExtension|true|false
16:39:50.0 (6044050)|VARIABLE_ASSIGNMENT|[163]|this|{}|0x7057a5b8
16:39:50.0 (6047846)|VARIABLE_SCOPE_BEGIN|[163]|controller|ApexPages.StandardController|true|false
16:39:50.0 (6260855)|VARIABLE_ASSIGNMENT|[163]|controller|"StandardController [null]"|0x2f84be1c
16:39:50.0 (6270354)|STATEMENT_EXECUTE|[1]
16:39:50.0 (6271837)|STATEMENT_EXECUTE|[2]
16:39:50.0 (6273283)|STATEMENT_EXECUTE|[20]
16:39:50.0 (6274628)|STATEMENT_EXECUTE|[61]
16:39:50.0 (6275732)|STATEMENT_EXECUTE|[69]
16:39:50.0 (6276805)|STATEMENT_EXECUTE|[77]
16:39:50.0 (6277837)|STATEMENT_EXECUTE|[85]
16:39:50.0 (6278969)|STATEMENT_EXECUTE|[93]
16:39:50.0 (6280046)|STATEMENT_EXECUTE|[101]
16:39:50.0 (6281250)|STATEMENT_EXECUTE|[123]
16:39:50.0 (6406104)|HEAP_ALLOCATE|[123]|Bytes:4
16:39:50.0 (6421630)|HEAP_ALLOCATE|[123]|Bytes:258
16:39:50.0 (6428542)|HEAP_ALLOCATE|[123]|Bytes:4
16:39:50.0 (6475409)|HEAP_ALLOCATE|[50]|Bytes:5
16:39:50.0 (6496829)|HEAP_ALLOCATE|[56]|Bytes:5
16:39:50.0 (6503306)|HEAP_ALLOCATE|[64]|Bytes:7
