31.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
12:37:10.0 (686671)|USER_INFO|[EXTERNAL]|00524000001e3Uj|bedrijfsbureau@gsa.nl.sandbox|Midden-Europese standaardtijd|GMT+01:00
12:37:10.0 (749529)|EXECUTION_STARTED
12:37:10.0 (754043)|CODE_UNIT_STARTED|[EXTERNAL]|01p2400000Cr9rU|CreateTicketAndCallendarTest.test_createTicket
12:37:10.0 (1024289)|HEAP_ALLOCATE|[72]|Bytes:3
12:37:10.0 (1072743)|HEAP_ALLOCATE|[77]|Bytes:152
12:37:10.0 (1094861)|HEAP_ALLOCATE|[342]|Bytes:408
12:37:10.0 (1116111)|HEAP_ALLOCATE|[355]|Bytes:408
12:37:10.0 (1135458)|HEAP_ALLOCATE|[467]|Bytes:48
12:37:10.0 (1168337)|HEAP_ALLOCATE|[139]|Bytes:6
12:37:10.0 (1183515)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:319
12:37:10.0 (1196262)|METHOD_ENTRY|[2]|01p2400000Cr9rU|CreateTicketAndCallendarTest.CreateTicketAndCallendarTest()
12:37:10.0 (1199796)|STATEMENT_EXECUTE|[2]
12:37:10.0 (1206013)|STATEMENT_EXECUTE|[2]
12:37:10.0 (1212034)|METHOD_EXIT|[2]|CreateTicketAndCallendarTest
12:37:10.0 (1251557)|HEAP_ALLOCATE|[50]|Bytes:5
12:37:10.0 (1278419)|HEAP_ALLOCATE|[56]|Bytes:5
12:37:10.0 (1286304)|HEAP_ALLOCATE|[64]|Bytes:7
12:37:10.0 (1338784)|STATEMENT_EXECUTE|[4]
12:37:10.0 (1340798)|STATEMENT_EXECUTE|[6]
12:37:10.0 (1345008)|HEAP_ALLOCATE|[6]|Bytes:60
12:37:10.0 (1357779)|HEAP_ALLOCATE|[6]|Bytes:4
12:37:10.0 (1671799)|SOQL_EXECUTE_BEGIN|[6]|Aggregations:0|SELECT Id, Name FROM RecordType WHERE Name = 'Building Site'
12:37:10.0 (7183515)|SOQL_EXECUTE_END|[6]|Rows:1
12:37:10.0 (7208184)|HEAP_ALLOCATE|[6]|Bytes:8
12:37:10.0 (7227858)|HEAP_ALLOCATE|[6]|Bytes:50
12:37:10.0 (7387299)|HEAP_ALLOCATE|[6]|Bytes:8
12:37:10.0 (7410627)|HEAP_ALLOCATE|[6]|Bytes:36
12:37:10.0 (7487820)|HEAP_ALLOCATE|[6]|Bytes:12
