38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
12:23:01.0 (82157)|USER_INFO|[EXTERNAL]|00524000001e3Uj|bedrijfsbureau@gsa.nl.sandbox|Midden-Europese standaardtijd|GMT+01:00
12:23:01.0 (112776)|EXECUTION_STARTED
12:23:01.0 (117742)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
12:23:01.0 (830526)|CODE_UNIT_STARTED|[EXTERNAL]|01q2400000133Bx|WWWDetailTrigger on WWW_Detail trigger event BeforeDelete for [a0s0E0000004KN5]
12:23:01.0 (878860)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
12:23:01.0 (1294121)|HEAP_ALLOCATE|[72]|Bytes:3
12:23:01.0 (1342982)|HEAP_ALLOCATE|[77]|Bytes:152
12:23:01.0 (1362098)|HEAP_ALLOCATE|[342]|Bytes:408
12:23:01.0 (1385880)|HEAP_ALLOCATE|[355]|Bytes:408
12:23:01.0 (1408794)|HEAP_ALLOCATE|[467]|Bytes:48
12:23:01.0 (1449718)|HEAP_ALLOCATE|[139]|Bytes:6
12:23:01.0 (1496291)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
12:23:01.0 (1507967)|VARIABLE_SCOPE_BEGIN|[1]|this|WWWDetailTrigger|true|false
12:23:01.0 (1563872)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x58fe2917
12:23:01.0 (1619311)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
12:23:01.0 (1627432)|VARIABLE_SCOPE_BEGIN|[1]|this|WWWDetailTrigger|true|false
12:23:01.0 (1644103)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x58fe2917
12:23:01.0 (1650796)|STATEMENT_EXECUTE|[1]
12:23:01.0 (1653311)|STATEMENT_EXECUTE|[3]
12:23:01.0 (12048413)|HEAP_ALLOCATE|[3]|Bytes:2
12:23:01.0 (12081569)|METHOD_ENTRY|[1]|01p2400000Cr9rX|TriggerParams.TriggerParams()
12:23:01.0 (12085545)|STATEMENT_EXECUTE|[1]
12:23:01.0 (12090541)|STATEMENT_EXECUTE|[1]
12:23:01.0 (12122903)|HEAP_ALLOCATE|[50]|Bytes:5
12:23:01.0 (12149174)|HEAP_ALLOCATE|[56]|Bytes:5
12:23:01.0 (12156342)|HEAP_ALLOCATE|[64]|Bytes:7
12:23:01.0 (12178206)|HEAP_ALLOCATE|[3]|Bytes:5
12:23:01.0 (12186094)|METHOD_EXIT|[1]|TriggerParams
12:23:01.0 (12226381)|HEAP_ALLOCATE|[3]|Bytes:44
12:23:01.0 (12372133)|CONSTRUCTOR_ENTRY|[3]|01p2400000Cr9rX|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean,List<SObject>,List<SObject>,Map<Id,SObject>,Map<Id,SObject>)
12:23:01.0 (12414083)|VARIABLE_SCOPE_BEGIN|[13]|this|TriggerParams|true|false
12:23:01.0 (12450436)|VARIABLE_ASSIGNMENT|[13]|this|{}|0x3637e937
12:23:01.0 (12457197)|VARIABLE_SCOPE_BEGIN|[13]|isBefore|Boolean|false|false
12:23:01.0 (12462044)|VARIABLE_ASSIGNMENT|[13]|isBefore|true
12:23:01.0 (12464326)|VARIABLE_SCOPE_BEGIN|[13]|isAfter|Boolean|false|false
12:23:01.0 (12466600)|VARIABLE_ASSIGNMENT|[13]|isAfter|false
12:23:01.0 (12468482)|VARIABLE_SCOPE_BEGIN|[13]|isInsert|Boolean|false|false
12:23:01.0 (12470471)|VARIABLE_ASSIGNMENT|[13]|isInsert|false
12:23:01.0 (12472553)|VARIABLE_SCOPE_BEGIN|[13]|isUpdate|Boolean|false|false
12:23:01.0 (12481301)|VARIABLE_ASSIGNMENT|[13]|isUpdate|false
12:23:01.0 (12483475)|VARIABLE_SCOPE_BEGIN|[13]|isDelete|Boolean|false|false
12:23:01.0 (12485398)|VARIABLE_ASSIGNMENT|[13]|isDelete|true
12:23:01.0 (12487129)|VARIABLE_SCOPE_BEGIN|[13]|isUndelete|Boolean|false|false
12:23:01.0 (12489286)|VARIABLE_ASSIGNMENT|[13]|isUndelete|false
12:23:01.0 (12491597)|VARIABLE_SCOPE_BEGIN|[13]|triggerNew|List<SObject>|true|false
12:23:01.0 (12494236)|VARIABLE_ASSIGNMENT|[13]|triggerNew|null|
12:23:01.0 (12495880)|VARIABLE_SCOPE_BEGIN|[13]|triggerOld|List<SObject>|true|false
12:23:01.0 (32085552)|VARIABLE_ASSIGNMENT|[13]|triggerOld|[{"LastModifiedDate":"2017-02-16T11:21:09.000Z","Square_Meters__c":0,"WWW__c":"a0t0E0000004UTUQA2","Building_Company_Pos (10 more) ...":"WWW__r.Project__r.Ac (27 more) ...","Building_Company_Str (6 more) ...":"WWW__r.Project__r.Ac (23 more) ...","Project_leider__c":"Bedrijfsbureau","Project__c":"a0q0E0000008S3WQAU","Name":"WWW-D-10082","Arrival_Truck_On_Hub (3 more) ...":"2017-02-16T07:00:00.000Z","Weight__c":0.00,"Number_Of_Units_Per_ (10 more) ...":0.00,"Projectmember_Compan (4 more) ...":"Projectmember__r.Con (20 more) ...","OwnerId":"00524000001e3UjAAI","CreatedById":"00524000001e3UjAAI","RecordTypeId":"01224000000Sn4MAAS","beschadiging_pakket_ (2 more) ...":"Ja","Location__c":"a0B0E0000009MiwUAE","Number_Of_Items__c":50,"IsDeleted":false,"Projectmember_Name__ (1 more) ...":" ","Kind_Of_Packages__c":"Glasbok Staal","Project_Number__c":"Opslag security asse (2 more) ...","Foto__c":false,"SystemModstamp":"2017-02-16T11:21:09.000Z","Transporter_Contact_ (8 more) ...":"Phone:  Mobile: ","Projectmember_Phone_ (2 more) ...":"Phone:  Mobile: ","Sizes__c":"L:  x W:  x H: ","CreatedDate":"2017-02-16T11:21:09.000Z","Id":"a0s0E0000004KN5QAM","Projectbeschrijving_ (2 more) ...":"Opslag security asse (2 more) ...","Building_Company_Cit (4 more) ...":"WWW__r.Project__r.Ac (21 more) ...","Building_Company__c":"AAS","Item_Name__c":"Schiphol Airport Car (31 more) ...","LastModifiedById":"00524000001e3UjAAI"}]|0x5a777797
12:23:01.0 (32108762)|VARIABLE_SCOPE_BEGIN|[13]|newMap|Map<Id,SObject>|true|false
12:23:01.0 (32115816)|VARIABLE_ASSIGNMENT|[13]|newMap|null|
12:23:01.0 (32118151)|VARIABLE_SCOPE_BEGIN|[13]|oldMap|Map<Id,SObject>|true|false
12:23:01.0 (33639548)|VARIABLE_ASSIGNMENT|[13]|oldMap|{"a0s0E0000004KN5QAM":{"LastModifiedDate":"2017-02-16T11:21:09.000Z","Square_Meters__c":0,"WWW__c":"a0t0E0000004UTUQA2","Building_Company_Pos (10 more) ...":"WWW__r.Project__r.Ac (27 more) ...","Building_Company_Str (6 more) ...":"WWW__r.Project__r.Ac (23 more) ...","Project_leider__c":"Bedrijfsbureau","Project__c":"a0q0E0000008S3WQAU","Name":"WWW-D-10082","Arrival_Truck_On_Hub (3 more) ...":"2017-02-16T07:00:00.000Z","Weight__c":0.00,"Number_Of_Units_Per_ (10 more) ...":0.00,"Projectmember_Compan (4 more) ...":"Projectmember__r.Con (20 more) ...","OwnerId":"00524000001e3UjAAI","CreatedById":"00524000001e3UjAAI","RecordTypeId":"01224000000Sn4MAAS","beschadiging_pakket_ (2 more) ...":"Ja","Location__c":"a0B0E0000009MiwUAE","Number_Of_Items__c":50,"IsDeleted":false,"Projectmember_Name__ (1 more) ...":" ","Kind_Of_Packages__c":"Glasbok Staal","Project_Number__c":"Opslag security asse (2 more) ...","Foto__c":false,"SystemModstamp":"2017-02-16T11:21:09.000Z","Transporter_Contact_ (8 more) ...":"Phone:  Mobile: ","Projectmember_Phone_ (2 more) ...":"Phone:  Mobile: ","Sizes__c":"L:  x W:  x H: ","CreatedDate":"2017-02-16T11:21:09.000Z","Id":"a0s0E0000004KN5QAM","Projectbeschrijving_ (2 more) ...":"Opslag security asse (2 more) ...","Building_Company_Cit (4 more) ...":"WWW__r.Project__r.Ac (21 more) ...","Building_Company__c":"AAS","Item_Name__c":"Schiphol Airport Car (31 more) ...","LastModifiedById":"00524000001e3UjAAI"}}|0xc88776f
12:23:01.0 (33670358)|HEAP_ALLOCATE|[16]|Bytes:5
12:23:01.0 (33679708)|STATEMENT_EXECUTE|[1]
12:23:01.0 (33683479)|HEAP_ALLOCATE|[16]|Bytes:5
12:23:01.0 (33685110)|STATEMENT_EXECUTE|[2]
12:23:01.0 (33686637)|STATEMENT_EXECUTE|[3]
12:23:01.0 (33687853)|STATEMENT_EXECUTE|[4]
12:23:01.0 (33688893)|STATEMENT_EXECUTE|[5]
12:23:01.0 (33689923)|STATEMENT_EXECUTE|[6]
12:23:01.0 (33691006)|STATEMENT_EXECUTE|[7]
12:23:01.0 (33691918)|STATEMENT_EXECUTE|[8]
12:23:01.0 (33693145)|STATEMENT_EXECUTE|[9]
12:23:01.0 (33694211)|STATEMENT_EXECUTE|[10]
12:23:01.0 (33695491)|STATEMENT_EXECUTE|[11]
12:23:01.0 (33722257)|HEAP_ALLOCATE|[16]|Bytes:6
12:23:01.0 (33762847)|STATEMENT_EXECUTE|[15]
12:23:01.0 (33764198)|STATEMENT_EXECUTE|[16]
12:23:01.0 (33769159)|HEAP_ALLOCATE|[16]|Bytes:5
12:23:01.0 (33781292)|VARIABLE_ASSIGNMENT|[16]|this.isBefore|true|0x3637e937
12:23:01.0 (33783294)|STATEMENT_EXECUTE|[17]
12:23:01.0 (33785597)|HEAP_ALLOCATE|[17]|Bytes:5
